t,x,y,z,diff_norm
10.3725,-10.705079932378395,-9.125904813185574,31.559110061778554,4.3583678929615735e-06
10.375,-10.664625548502267,-9.007731946274601,31.5908080753287,4.349191485039638e-06
10.3775,-10.622250832647351,-8.88943962181129,31.61822389294733,4.341073121508555e-06
10.38,-10.578001716158473,-8.771164137242913,31.641366841549296,4.3339998971104915e-06
10.3825,-10.531926304197155,-8.653039487135915,31.660252542828772,4.32794602041086e-06
10.385,-10.48407487574143,-8.535197363175415,31.674902913259377,4.322873011896058e-06
10.387500000000001,-10.434499883585927,-8.417767154165448,31.685346164094103,4.318729999215824e-06
10.39,-10.383255954341989,-8.300875946029223,31.691616801365303,4.315454075834911e-06
10.3925,-10.330399161560301,-8.184647339611983,31.693754124791706,4.313038172148953e-06
10.395,-10.275986786884669,-8.069200580007625,31.69180128860694,4.311386880375342e-06
10.3975,-10.220078631818927,-7.954652722802177,31.685808268744672,4.3104421356996555e-06
10.4,-10.162735457149745,-7.841116452854376,31.675829086456726,4.310153352504981e-06
10.4025,-10.10401894442979,-7.728700026439779,31.661921734189253,4.310463550887288e-06
10.405,-10.043991695977887,-7.617507271251086,31.64414817558277,4.311309637649281e-06
10.4075,-9.982717234878937,-7.5076375863979825,31.62257434547214,4.312622723741202e-06
10.41,-9.920260004984085,-7.399185942407449,31.597270149886626,4.314328470139849e-06
10.4125,-9.85668537091047,-7.292242881223294,31.56830946604979,4.316347457677487e-06
10.415000000000001,-9.792059586713089,-7.186894510443749,31.535770067173306,4.318604491722905e-06
10.4175,-9.726448607806166,-7.083222213420166,31.499730521687614,4.3210538181061646e-06
10.42,-9.659919340457327,-6.981302711431556,31.460272847507273,4.323596615280236e-06
10.4225,-9.592539090892407,-6.8812080761343415,31.417481915621547,4.3261744692423385e-06
10.425,-9.524374884959972,-6.783005633139887,31.37144395050198,4.328728935092881e-06
10.4275,-9.455493468131507,-6.686757962014781,31.322246530102515,4.331201553023188e-06
10.43,-9.385961305501139,-6.592522896280412,31.269978585859313,4.33353390971434e-06
10.432500000000001,-9.315844581785768,-6.500353523413191,31.214730402690826,4.3356676805368346e-06
10.435,-9.245209201325226,-6.410298184844733,31.156593618997938,4.3375447086338995e-06
10.4375,-9.174120788081972,-6.322400475961475,31.09566122666372,4.339107075150119e-06
10.44,-9.1026444652655,-6.236699550305461,31.032026962911377,4.340312774025787e-06
10.4425,-9.030844197237629,-6.153231046949116,30.965783196868802,4.341114166022398e-06
10.445,-8.95878386781055,-6.072025507222516,30.89702401428368,4.341463544574957e-06
10.4475,-8.886526342196671,-5.993109567663794,30.825843161869205,4.341326037521916e-06
10.450000000000001,-8.81413335075007,-5.916506116541547,30.75233375255413,4.340669581477699e-06
10.4525,-8.74166548896665,-5.842234293855002,30.67658826548294,4.339464741477114e-06
10.455,-8.669182217483822,-5.770309491333683,30.59869854601553,4.337684551575125e-06
10.4575,-8.596741862080727,-5.70074335243763,30.518755805727412,4.335304387534401e-06
10.46,-8.524401613678114,-5.633543772357302,30.436850622409608,4.332301838729811e-06
10.4625,-8.452217528338558,-5.568714898013759,30.353072940068884,4.3286566068435644e-06
10.465,-8.380244381231536,-5.506257863744721,30.267511567333276,4.324353923943329e-06
10.4675,-8.308535410421067,-5.446171978792814,30.180253221114867,4.319381871813387e-06
10.47,-8.237142747822588,-5.388452323516328,30.091384200848026,4.313729651858924e-06
10.4725,-8.16611702943443,-5.333091673003424,30.000989251834916,4.307390363203317e-06
10.475,-8.095507369739783,-5.280080626420618,29.909151482106108,4.300360091301506e-06
10.477500000000001,-8.025361361706853,-5.229407607012925,29.815952362420727,4.292637698782783e-06
10.48,-7.95572507678901,-5.181058862103953,29.721471726266685,4.284224621086486e-06
10.4825,-7.886643064924485,-5.135018463095686,29.625787769860274,4.275124703132064e-06
10.485,-7.818158354536573,-5.091268305468634,29.528977052146416,4.265344018691207e-06
10.4875,-7.750312452533537,-5.049788108781764,29.431114494798553,4.2548907641086325e-06
10.49,-7.6831453492492034,-5.010555496429808,29.33227337373545,4.243771827185412e-06
10.4925,-7.616695601138558,-4.973548184330892,29.232525023359933,4.231991567595988e-06
10.495000000000001,-7.551000093106883,-4.938741752332849,29.131938991715405,4.219570512597374e-06
10.4975,-7.486094167384318,-4.906110170199512,29.030583146999646,4.206518416181985e-06
10.5,-7.422011699975251,-4.875626720624089,28.928523606785536,4.192847273349241e-06
10.5025,-7.358785100658498,-4.847263999229256,28.82582473802131,4.178571121023311e-06
10.505,-7.296445312987224,-4.82099391456712,28.722549157030443,4.163705891698645e-06
10.5075,-7.235021814289112,-4.796787688119291,28.618757729511916,4.148269249654491e-06
10.51,-7.1745426156661,-4.7746158542967665,28.514509570539797,4.1322804584382255e-06
10.512500000000001,-7.115034261994516,-4.7544482604399985,28.409862044563447,4.115760264334146e-06
10.515,-7.056521831925201,-4.736254066818926,28.30487076540775,4.098730766230046e-06
