t,v,iL
18.125,-1.7273693335803193,2.1565783913656893
18.13,-1.7381163246074787,2.147914577399235
18.135,-1.748605193346818,2.1391976515377755
18.14,-1.75883707133445,2.130428901732621
18.145,-1.7688133564268194,2.121609614893573
18.150000000000002,-1.7785357128006818,2.1127410768889416
18.155,-1.788006070953082,2.103824572545568
18.16,-1.7972265781371137,2.0948613811506656
18.165,-1.8061992895939918,2.0858527352138534
18.17,-1.8149266748183703,2.0767998574710855
18.175,-1.8234113875647102,2.06770396123825
18.18,-1.8316561927053199,2.058566245714793
18.185,-1.8396639662303298,2.0493878959837395
18.19,-1.8474376952477036,2.040170083011685
18.195,-1.8549804779832177,2.0309139636488194
18.2,-1.8622955237804926,2.021620680628888
18.205000000000002,-1.869386153100977,2.012291362569212
18.21,-1.876255797523933,2.002927123970706
18.215,-1.8829079997464655,1.993529065217842
18.22,-1.8893464135835036,1.984098272578672
18.225,-1.8955748039678084,1.9746358182048176
18.23,-1.9015970469499566,1.9651427601314955
18.235,-1.9074170773505459,1.9556201380771183
18.240000000000002,-1.9130385767462743,1.946068940292073
18.245,-1.9184653906089217,1.9364901355573536
18.25,-1.9237014058436492,1.926884677937249
18.255,-1.9287505053019207,1.9172535041792078
18.26,-1.9336165677815116,1.9075975337138251
18.265,-1.938303468026494,1.8979176686548695
18.27,-1.9428150767272576,1.888214793799242
18.275000000000002,-1.9471552605204994,1.878489776626997
18.28,-1.9513278819892141,1.8687434673013625
18.285,-1.9553367996627136,1.858976698668699
18.29,-1.9591858680166137,1.8491902862585274
18.295,-1.96287893747284,1.8393850282835142
18.3,-1.966419854394434,1.829561705639427
18.305,-1.9698123597999564,1.8197210762194278
18.31,-1.9730600658163668,1.809863863046458
18.315,-1.976166581353693,1.799990770354488
18.32,-1.979135465399833,1.7901024872883995
18.325,-1.9819702270205692,1.7801996879039452
18.330000000000002,-1.9846743253595605,1.7702830311677678
18.335,-1.9872511696383373,1.7603531609574226
18.34,-1.9897041191563127,1.750410706061335
18.345,-1.992036483290776,1.7404562801788277
18.35,-1.9942515214968939,1.7304904819201083
18.355,-1.9963524433077064,1.7205138948062961
18.36,-1.9983424083341355,1.71052708726938
18.365000000000002,-2.00022452626498,1.7005306126522406
18.37,-2.0020018407343305,1.6905250094284958
18.375,-2.0036772592513516,1.680510791881432
18.38,-2.0052536142523745,1.6704884522386845
18.385,-2.0067336827891022,1.660458471205339
18.39,-2.0081201859847586,1.6504213182012113
18.395,-2.0094157890340933,1.640377451360805
18.400000000000002,-2.0106231012033806,1.6303273175333322
18.405,-2.0117446758304145,1.6202713522827357
18.41,-2.0127830103245157,1.610209979887645
18.415,-2.013740546166528,1.6001436133414066
18.42,-2.0146196689088183,1.590072654352068
18.425,-2.0154227081752762,1.5799974933424075
18.43,-2.016151937661316,1.5699185094498902
18.435,-2.0168095751996535,1.559836070549913
18.44,-2.017397777067415,1.5497505343809106
18.445,-2.0179185865661626,1.5396622378996276
